personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,organization,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,planning,spontaneity,adventurousness,reading_habit,sports_interest,online_social_usage,travel_desire,gadget_usage,work_style_collaborative,decision_speed,stress_handling
Ambivert,8.608415936,3.673988223,3.712582724,7.411610404,7.343357286,7.348334827,7.934643463,7.129230874,9.421937288,3.857563962,4.120233481,5.142577959,4.6044743,4.794070495,6.305905566,5.830466765,6.552299587,6.355461493,6.575420904,6.490830543,4.723977482,7.438244161,6.908570676,3.668015817,5.644683112,6.277821791,7.167876132,6.033951735,6.521472768
Ambivert,7.46506181,6.166657779,5.605506194,9.29465696,7.655766451,6.253594745,8.272813087,6.945572672,6.086359256,6.157972107,4.822371574,7.449846128,4.963384675,8.458949757,4.382225866,6.450097978,5.979138195,2.672839192,8.050915502,6.486412232,4.744426752,7.893106445,5.483589192,6.303585004,4.933803494,8.058397744,5.173769004,4.725639996,5.434106141
Ambivert,7.427927819,4.417812703,5.105529052,6.826095283,6.167018175,6.370029835,7.047456571,4.629711959,5.593810102,6.347196214,4.580808539,4.643977258,4.498765019,5.03704148,6.517090385,3.870944258,8.175334527,5.244135251,5.752174937,7.680769286,7.134267391,5.225600342,5.148145103,6.880431635,6.911141518,6.817463543,6.305643915,6.007063807,7.442282555
Introvert,1.725659469,7.896046802,5.139055284,10,4.096390214,0.847598446,7.894741157,6.868981864,8.089326027,4.972623602,3.651168506,4.670287183,3.004409618,5.302682358,7.184310547,4.249672249,6.247980904,7.552965813,7.209745317,2.771954625,2.824017676,9.785292391,4.14277442,3.613527659,3.991563045,4.053808431,4.943127695,3.087907103,7.605234983
Introvert,1.76791594,6.061689791,3.323136218,6.278364553,6.396981456,2.91063176,4.197452206,8.168922392,8.94952296,8.236119487,3.948546778,5.686478601,1.119509698,2.810412385,5.946948137,0.000163989,5.196573101,4.210897854,9.528301126,5.929015575,3.423447746,3.827316823,5.248590623,3.684534091,6.128242968,7.208124261,4.917034898,3.66331757,5.612425063
Extrovert,6.014285544,3.973622107,9.512832192,4.695480744,8.891260228,10,2.704342868,6.491285936,4.883720297,6.34375631,7.86843342,7.319960282,7.291334688,7.174899301,0.518906859,8.609281565,9.052915591,5.500718503,5.607940076,9.839719407,6.423179569,5.073137944,6.501563332,8.003025616,7.037835795,9.051456519,8.041322197,3.159901949,7.497381278
Extrovert,7.001780396,3.132082609,7.743168474,5.694236822,7.999001757,6.506942403,4.789848864,3.866032751,3.975572743,6.771832114,9.910797953,7.510063132,8.129927877,8.403641618,6.466331574,6.996904889,8.761465219,4.486180377,5.899459569,6.837484429,7.640853373,2.403358785,7.766650617,6.429253256,6.355424618,7.333921168,9.612452294,6.582327409,3.717630149
Introvert,4.371146675,8.749602402,1.682336924,7.236771641,2.934939835,0.045340337,9.323098705,7.878788133,5.738457036,9.272256182,6.362309237,1.945464451,3.946666578,7.733875907,9.177552325,3.792853684,5.744278371,3.967355007,8.067922326,1.307012062,2.678685779,8.029229005,3.76849694,3.395451009,4.542765789,5.617573398,4.420047398,3.874789352,6.790114963
Ambivert,7.93673078,4.858489413,6.428321521,4.573100279,7.000099592,5.737578983,7.607201027,7.384842821,4.930008662,4.16222518,4.573846967,6.621755792,4.059666308,6.415521802,1.682763814,8.507749379,7.304684017,3.913736129,3.626652512,2.632537391,5.898128093,6.710031927,4.773541016,6.395868975,5.340280705,5.645790882,4.316253688,3.148335772,6.610330938
Extrovert,8.518275907,3.370690232,6.306710069,3.842466805,6.192183628,10,6.144523547,6.530797513,6.028173293,8.707054567,6.42977293,6.433266643,9.372247302,8.072339199,3.238893074,5.188745324,9.318363891,5.927572423,6.007689817,7.688345124,7.305312911,3.819644353,7.776479671,10,5.101107083,7.814144943,7.484092342,6.383093895,7.470666851
Introvert,2.61731856,5.816948015,4.736175835,8.528048736,2.178949935,0,9.101975762,9.076967015,9.137790796,4.551866524,3.930348155,3.929491262,3.452243389,6.978919815,6.801098813,2.059725222,8.142257594,5.547867733,6.542053619,3.639727395,0.532262425,7.741618849,3.201635017,7.234642431,3.329940965,3.41424882,5.599906753,4.007916214,5.32139698
Extrovert,6.399912773,6.411767664,6.878279989,3.659349884,7.717593178,6.757791703,6.806437476,7.526955645,6.192207225,6.461443787,7.220463562,9.345943241,8.861025742,8.293978679,3.652254156,9.164811689,9.866198043,5.122127899,5.41982894,7.044785968,7.97028875,5.192398189,7.292087353,7.580455324,9.556398505,4.559737376,7.240831592,5.205839223,3.896705039
Extrovert,7.831227266,3.622129816,9.110530508,4.312696693,10,6.318965393,7.985707435,5.171433212,4.718086516,4.533093824,7.655317316,8.337236436,5.765818994,5.18382,1.908110876,5.919701725,5.828487771,3.457116776,5.836334484,7.438153014,10,2.272389004,7.444249586,9.39213554,6.387701536,8.176309942,7.538815106,8.03059938,6.624954281
Ambivert,5.804689491,8.06124024,6.064395791,4.121359231,4.138054208,4.738329944,8.543196694,7.587931456,3.764073811,7.400194785,7.620857492,6.16332613,4.184166979,7.640112582,3.621984515,4.443613674,4.548482841,4.771296473,6.568025508,4.329484011,5.767587993,5.294732492,3.380415451,5.832482202,4.30055813,7.837673889,5.330386554,1.909729491,8.990534575
Extrovert,5.805391891,2.600843661,6.543393378,4.448195808,9.676332962,10,5.197928425,7.906599309,5.146150716,4.599559036,9.306839841,6.517897202,7.330452281,7.431575531,3.283290277,10,7.125300537,4.868875079,5.229509352,5.811537754,6.914101652,3.777593701,7.141027781,8.001556599,6.350795626,8.799505729,7.217063863,7.609756097,3.317180977
Extrovert,9.382209393,1.425200074,9.81581447,5.137133523,8.989735803,8.871806651,6.633243342,5.83872516,5.794547852,3.919923372,8.326009048,6.400958134,8.454810743,8.840942152,2.095896579,7.985993305,7.828413988,7.622729331,5.580208975,6.538151841,5.055045976,5.210273974,9.815356211,7.856024066,7.143617508,9.999697621,6.178771693,6.570990337,8.907021825
Introvert,2.364129006,7.262684936,5.880692604,8.414221967,2.301929979,1.342828783,9.608963665,8.61032825,3.770424503,6.883032381,6.582955216,4.04359589,4.28519049,4.930737346,5.815783877,3.895024238,7.134753643,5.411663015,6.391744242,2.536144976,2.390333118,8.432720726,4.170789672,5.026080138,5.610112108,5.759018907,2.605706565,4.3574947,6.193627133
Ambivert,6.792123762,5.434273487,4.375954749,4.830564242,6.44782157,5.175804928,7.396364792,6.913097477,4.455019223,5.696157072,6.654300221,4.580087771,3.914984586,6.667202457,7.585748954,4.132399783,5.597004658,4.293006494,7.643917236,5.072317469,4.288885949,3.021101448,7.902232649,7.83171774,2.798218152,5.92429585,6.142836666,7.439577706,5.224096097
Ambivert,5.483620057,5.325131075,4.518216648,3.580562287,4.91792283,5.031606206,7.95748839,4.821110433,3.105347868,5.678966605,7.012600675,5.804509032,6.162309248,2.700490243,3.699363598,6.720789001,8.455751426,5.116684406,6.476638982,8.013395407,5.398677281,6.001624166,7.03858912,6.635605865,3.24304213,5.564630254,7.898636585,6.648598537,5.516684349
Ambivert,5.945825039,8.292343432,5.603060589,6.143133982,4.922015088,7.534643134,6.03021415,4.371337628,7.103212061,8.008235807,5.367277002,5.162333251,3.869358424,6.255424895,4.554429227,4.174707887,10,10,4.471449099,3.832791533,8.57669313,6.726759654,5.458233427,5.765195944,6.645955761,7.573960244,6.505293367,5.029969141,5.935222542
Introvert,1.947076185,6.716407486,4.301493018,7.142451189,5.773421973,0,6.075909301,6.234425424,6.146001458,4.709649774,5.886056623,5.062152442,3.98010251,6.27913758,4.229184704,3.019416669,8.219556268,2.309479386,4.664754012,1.407076819,3.135866264,7.487071099,3.326213867,5.809790123,2.299161273,4.885784237,4.004388244,3.748012449,6.482765873
Extrovert,7.483077071,2.092841767,9.836690638,6.429941673,7.811816396,7.544737298,4.77119778,4.530598827,7.573924525,2.962521808,7.626248163,10,7.494789983,7.37094272,6.350826318,9.31776703,7.734654209,3.076154095,4.763452299,7.895893837,5.884817986,2.278834928,8.482902868,3.70810307,7.814648284,6.051466649,7.847685453,4.910567921,5.32994151
Extrovert,8.963063185,4.069506016,7.462647108,6.128223528,7.73884127,6.956633435,7.801145198,9.426560414,3.303262588,5.083297078,4.503131865,6.450243304,8.810903181,7.395094708,4.210798243,9.152940048,10,8.188384938,7.564679928,7.353694384,9.740796763,3.620509369,5.322202902,6.193613139,7.593183933,7.153557853,7.321794766,7.235130737,5.533259026
Ambivert,5.302752648,3.120003578,5.706778513,3.199289459,5.979771376,5.38955435,6.566497612,7.244141611,6.33242894,4.14582009,6.961616083,5.767419256,4.263580112,8.106629405,5.823777819,7.790963991,4.934946425,6.405875476,4.721486193,6.379239632,6.596787825,7.616699554,7.424975002,7.225213522,9.978709076,4.780112548,6.88020451,5.231368245,6.745704956
Ambivert,3.842538976,5.439241806,4.972209334,5.603384604,7.94672903,5.803699727,6.267313274,5.040490955,5.982198124,4.70328142,4.894990035,6.81559573,4.594950527,5.768829406,4.246860156,8.396852367,5.370796451,7.479963243,4.554381267,5.338369184,1.795067662,3.108295485,4.756479401,4.994870156,5.564696603,8.180926275,7.65704503,6.626222745,7.801486735
Ambivert,5.667361083,5.71258065,4.880595488,4.862375607,5.623537311,5.235053519,7.010018329,7.567813548,1.80429372,7.753006832,8.266108717,8.266488885,4.062920595,6.30221046,8.169300546,7.832758198,4.755827989,5.318969118,3.39396501,7.309086935,4.772004076,4.333790135,6.441907068,8.374089327,4.335473022,6.537547134,7.655059883,6.991391106,3.837541677
Introvert,3.578512525,8.65002461,2.202569371,6.219038967,5.175033757,1.520214618,7.700898148,5.221271573,5.341306249,5.664305,5.197556425,4.479020536,3.288669985,7.915529205,6.003597437,3.374266333,7.401033279,6.346532728,6.083231592,2.184570263,0,7.481917228,6.774974144,3.728224507,6.598781616,6.734399663,5.333210969,5.499705401,5.007356147
Ambivert,7.559332789,6.023310039,3.454691664,5.746259014,7.18643896,6.920853247,4.294596667,4.812653261,6.077860232,7.220507778,6.690454281,5.689476856,4.673659217,7.172332167,6.563851708,4.837328959,7.060675338,3.820587738,5.834004375,7.513587522,5.185866549,8.703207805,4.34980902,7.634125027,4.825657402,5.921654717,8.364187431,5.566735879,5.843885619
Extrovert,9.728829903,5.981606039,9.294753264,2.814679892,5.514790885,7.762136798,6.949652208,8.050728548,4.525604713,5.113469441,10,6.722307702,3.944111061,8.026261977,3.145682097,7.480201005,10,3.668774231,6.160178879,6.296319935,8.134920943,5.392085498,7.118675581,6.991855719,9.289659454,8.50787808,7.164124357,8.00176784,6.372495159
Ambivert,5.40304668,4.172856208,5.65294516,4.629886475,7.669638255,5.164797639,7.119305359,4.148259339,2.70554735,6.135413909,6.369271325,5.038036866,6.927200701,6.52317906,3.328089936,3.145656363,10,5.572548095,7.346906379,3.973003692,3.848301568,4.72071472,4.037060595,7.958673261,3.909064471,8.755247083,5.583555921,8.503614789,6.96061091
Extrovert,7.178997253,2.0334708,10,2.473745574,9.85058314,8.024298285,7.06110246,6.742234127,7.390555283,5.728496024,6.628525525,8.479212965,7.865712279,4.954880312,5.657702343,9.398997556,7.757386392,6.016330379,4.891478593,9.677701927,6.833231139,4.609534873,7.678299505,8.694309604,6.834938983,7.926326131,7.488838973,7.008893822,6.558615608
Introvert,2.657547901,8.914175496,4.236457896,9.990327922,4.993132353,3.72577139,8.020239297,5.883520266,4.121338479,8.436006397,2.22983566,5.036045174,4.951447019,2.617656684,7.728027519,3.304937801,7.524098844,4.213957529,8.046223366,1.795397077,1.400218276,5.785947609,4.268925222,5.15737273,3.208785499,7.417411688,7.676441596,2.241122672,6.491366604
Extrovert,7.214399739,3.339575648,7.399731305,3.702632726,7.294630941,6.616747125,6.099438747,5.908832588,8.931488298,5.804704309,8.117899881,9.304217296,5.59878666,4.768166962,4.362573085,5.699983294,9.19290878,6.144473581,6.109760715,7.705548809,6.751175723,2.614108861,7.941514994,6.905598817,7.739194552,7.696449693,7.040023991,9.869977235,6.722890856
Introvert,3.759241839,8.526842107,1.288129674,7.906304079,2.750867769,1.861165853,8.01968635,5.808661502,4.777743247,4.836075611,4.844738135,0.17892549,2.895713196,5.354775301,8.497487655,2.687164813,5.222135102,6.091190266,7.392180927,5.668254358,1.879949864,7.370906955,1.956187715,4.838598547,4.846159264,5.304268536,6.689955624,4.181927737,4.744870817
Extrovert,9.562497684,0.892272101,10,5.891708207,7.877039894,4.893616202,8.173486719,4.03406844,8.274095937,5.293020624,8.344466214,6.598573111,5.860392954,9.17292693,4.455779542,6.078204394,8.060100837,7.707625126,5.670395227,7.683816535,7.052605105,3.393884933,6.507043234,10,7.202660314,7.23109423,8.617310509,7.445021434,6.9664376
Ambivert,7.359751539,8.771617905,2.952185593,5.525509801,3.358784158,5.148494659,6.760442978,3.808609437,6.287648129,6.348577257,4.523568029,5.889955661,8.093385847,7.344806363,5.171837013,6.251436291,6.002350187,5.698066857,5.705679284,6.782488055,4.916957181,4.393445336,2.794863807,5.780419642,5.192726757,7.25148823,4.390658181,8.39575551,5.052120365
Introvert,2.381690321,8.677289132,2.487173315,8.479995923,4.636451236,3.680545157,8.082542444,8.903647578,7.6016547,5.022575802,5.884529434,4.523492262,2.331931505,7.90976218,6.434510699,2.461083794,6.577459344,2.70462767,5.285298874,5.035018307,4.391358835,8.353512233,2.428861214,4.30645301,2.488517969,3.764641096,5.613689889,3.225832928,5.425831909
Introvert,2.231960401,5.626860216,2.510585674,6.914631219,2.121156214,3.914765558,10,10,9.025448618,8.176310785,5.537200381,1.328678572,4.527858887,2.975390256,4.065751701,3.224061975,6.364510276,5.058563476,5.031244717,3.615234736,2.748778609,8.431452539,3.479446187,6.164605384,1.19581184,4.372481331,5.977629181,3.245191554,6.432395652
Introvert,2.369408363,8.916958018,2.029378026,7.255218561,4.537268279,2.881765608,7.450234903,9.015639567,5.203157507,10,4.0011219,2.299945071,1.97050628,5.405408364,7.592222274,3.018532017,6.983430782,6.119240238,7.456705141,7.285021397,1.048746187,9.980913635,5.154537039,6.816693195,3.268164104,4.351098134,5.460233381,3.862980408,6.482711707
Extrovert,5.101944575,1.344962655,6.722975315,4.182981589,7.400376219,9.037530623,6.350111285,7.742317321,7.673725444,3.275862602,6.147659885,6.892115087,7.988535343,8.530983503,3.056600617,9.247060861,8.476973612,3.766017356,5.594264833,7.378715189,8.414046303,4.379693056,6.985087881,10,7.711593276,4.188902151,7.859734124,8.598605508,4.297969454
Ambivert,3.695781462,6.893696177,3.668113698,6.300167123,6.596777757,5.81326035,5.648512778,5.771988142,4.916783624,6.514081269,7.920785482,7.079800911,4.156137155,6.172586043,5.002137382,5.302511414,8.26093109,5.193358313,6.463600163,5.266141097,5.839837206,6.755567696,5.968498221,6.706302114,4.95916021,3.808791441,9.722145583,5.649330078,5.592909481
Introvert,2.948170491,6.026608638,1.911639113,9.118283335,3.284402631,3.939563439,6.100749862,7.727960361,7.880360579,9.807042311,3.388005989,3.706188177,3.743321128,2.646107603,7.248101447,0.776410503,5.707732726,5.248700117,8.168847131,4.573061423,6.750498709,9.198278007,2.594154608,4.317780458,4.400045032,2.965683144,4.027198061,5.684899491,7.832302408
Introvert,3.568907611,9.509079153,2.92320423,9.606655789,3.877468024,5.368128416,7.135323488,4.757516563,6.209424608,5.666684099,4.818619013,1.707834243,3.546844267,6.306991913,8.363613045,0,6.473876442,9.218108283,7.633224594,7.887726517,5.630616002,6.222232069,2.622190462,4.741907414,2.152023957,5.509289741,3.738434648,5.053258411,6.661247178
Ambivert,6.236759587,3.668830105,5.958542271,5.919910923,4.930814249,4.783109668,5.611740207,9.893687053,7.162949704,5.18463092,8.480668111,6.119199209,3.354413682,6.524982624,3.968070255,6.725567866,6.604781711,7.411736579,2.793916115,6.697811569,3.922541816,6.349864514,6.158626482,7.08064508,5.14277947,9.009772879,7.38883784,2.029055041,4.519950568
Ambivert,4.329258367,4.038511737,4.712555625,7.620354327,6.389324174,3.398693523,8.767004313,3.859415461,7.097019615,7.227738606,3.36469697,2.679394114,6.582292514,5.277012873,5.208133777,6.227798947,7.8088971,9.17895973,5.804379338,6.640320399,1.970328348,5.495440994,8.463355611,9.236810453,5.399217842,9.493407518,6.463313277,7.008281484,4.157046668
Introvert,2.263334778,8.206513196,2.204721441,6.765843502,5.382694925,0.58105639,8.850954699,7.875524533,6.446254696,7.873648928,5.498704861,3.424935786,2.593163467,5.800989353,7.689944121,1.153959722,7.086653203,7.128259798,7.292097797,5.101508686,2.025831533,8.797285091,3.767302482,4.573348992,4.214395735,4.927029063,5.645715075,3.760612787,6.825898594
Ambivert,5.09574429,4.582513737,3.936386167,7.059536337,7.811290989,3.298866458,4.95514452,7.762685311,7.299659221,6.892945335,8.35251014,4.964791969,5.523115892,4.985720333,8.249127043,6.581884116,7.542040398,5.540791186,6.678992455,4.625852382,8.762398207,5.577807005,5.298603549,5.997053396,5.988949879,3.916405308,8.036223368,5.482320867,5.986171537
Extrovert,7.428311152,2.16835889,8.251315617,2.897305435,7.451471734,9.15530103,3.860116087,6.493347146,4.673276517,5.617777836,7.429827256,6.210471056,8.527201158,9.873446977,5.514262917,7.730434952,8.924536699,5.968856557,3.98417155,8.098870994,7.51255132,3.954999875,8.255158139,8.333603946,5.763192503,8.376144813,7.61004518,6.220553804,5.667577948
Ambivert,6.532026581,3.205260063,5.57216124,4.949330212,2.01097307,8.594259336,7.178359998,6.881154001,4.197238047,4.611889981,7.337649227,5.705970533,2.57460622,6.432953253,5.279436244,5.691393451,3.595989435,6.995632149,5.060439844,4.209584436,3.872305382,6.744335975,4.302645035,7.773845612,6.237980557,8.30643097,5.338554771,6.465238311,5.977949792
Extrovert,6.037738835,2.505364242,8.569304087,5.54681162,7.24539776,9.097913629,7.714309851,4.59448407,6.785396141,7.487373789,8.463094181,8.945420721,9.617266717,2.779003599,2.30090718,9.775894383,9.975600847,3.224447365,5.216859844,9.136064293,9.046503984,4.389246344,8.280641119,7.788454263,6.809956842,6.587633405,10,7.520205497,7.615565151
Ambivert,3.776056592,6.825770732,4.688170029,2.650833154,7.042335074,3.98159885,5.762838675,3.776685931,6.750719882,5.998523129,6.608356817,6.181436544,5.411369343,4.892489289,4.833458733,4.007356866,7.334499654,5.486874846,4.794591135,6.461043466,3.611930961,4.623968659,3.924768313,6.926711488,4.866431577,4.88211182,7.671200302,6.350983298,6.172321017
Introvert,2.552347057,10,1.633929611,8.993786451,5.529151958,3.234789202,9.001092502,8.09920581,7.022541768,6.617549834,4.380173602,3.891551139,6.495236325,8.805243183,6.628218827,5.890226689,7.541891133,6.131131467,5.738416906,5.352555433,4.323296017,9.404463163,4.869891141,6.793033214,4.221656374,6.012397618,5.976480243,4.407991676,5.452041859
