personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,spontaneity,adventurousness,travel_desire,work_style_collaborative
Ambivert,5.986971857,6.980092296,6.987507093,8.028549683,6.193614657,6.130604496,8.071148553,7.807043692,6.579670741,5.350206283,5.855646468,7.616803637,6.32294784,6.125288354,6.458708988,3.72216857,3.977321985,5.30074479,5.964990903,3.094221948,8.084184208
Introvert,4.002915503,7.357065165,4.453351025,10,5.212695265,3.050359993,6.273951625,7.555076722,5.445904694,5.716652657,0,0,5.349991296,5.056959446,1.612812905,7.086729708,6.486979538,3.452072355,3.810779988,3.203079662,5.65666885
Ambivert,4.34557465,3.684283346,7.460075188,5.507483668,4.711403022,5.387379827,7.94316996,8.551980701,6.89056697,7.291937752,4.209301286,3.341662399,7.714343934,6.08701616,6.340183181,10,6.261045197,5.094952694,4.887767853,5.958518277,10
Ambivert,5.533817901,6.469727336,2.558827074,3.556194921,10,5.614977555,7.754742735,6.711819102,7.200636745,5.73242577,4.836990133,4.025623365,6.002451559,3.165320669,3.857886393,7.068503741,6.815298136,4.954409484,5.210355837,5.498428998,7.608370366
Extrovert,7.875668287,4.416900782,6.948400647,4.116130432,9.395613909,8.636963829,4.746955204,5.240730184,7.266341555,8.221184707,7.772481523,9.241796913,6.658876429,5.995053183,9.891275796,6.757585779,6.452501161,4.244125418,8.943947409,7.038508162,6.774142147
Extrovert,10,3.960647859,6.638649127,3.493996904,9.243857048,8.083871968,4.439197215,8.285615175,5.557317457,8.537571382,10,8.961645397,9.189476103,4.491709823,6.720301949,5.412359289,4.236428161,6.070141366,8.548504836,7.089477454,7.127430944
Ambivert,8.280724263,5.282870621,7.792921365,8.220103474,5.772136587,3.67538683,7.963531085,5.765076081,6.666591767,5.819366721,5.064628596,5.864257586,8.095522894,5.391352816,6.209010349,6.658347548,5.964460471,5.255920884,4.959485961,6.244162193,5.906642247
Extrovert,9.762821705,0.376714429,9.20831234,2.077839275,7.34471406,6.40886415,2.868095572,4.984371091,5.018767463,8.057523016,7.0075667,5.924934593,9.095553369,5.124797698,7.535758656,8.145717008,6.150402599,8.704035951,6.628283195,8.094806532,7.815565311
Ambivert,5.371666475,3.896579632,7.195684769,4.623109363,7.855990768,4.210462747,7.715498007,4.409201378,7.447736072,8.138238249,2.457481462,8.226146239,5.037506679,6.424892742,3.133758368,8.244695098,8.288906782,6.140350869,3.517735263,4.500837988,7.308243973
Extrovert,9.72157437,1.946984238,6.372576954,3.444842746,10,10,7.419687641,6.584262996,4.852861351,7.456477587,6.600309604,6.798254687,5.676472405,3.225727978,7.202642873,6.748335238,4.200398623,9.034518557,5.902960985,7.38713417,9.87151398
Introvert,3.973182309,7.612607889,3.198853699,9.0402136,2.667341826,3.754233372,8.506865936,2.131630077,6.267094281,3.339230725,1.558446194,3.689934103,2.869303912,6.906315786,4.743762317,5.631584751,7.906865212,4.066676448,3.642187377,3.458217446,4.895778637
Ambivert,5.387650635,7.196198698,3.058974346,4.412633559,5.291103895,6.359034947,7.711044143,5.395254237,7.169366707,5.226181688,5.01659255,5.103090092,7.089249845,6.912558813,6.918525538,6.512920215,4.764191202,7.64291677,1.989094665,4.528624558,6.444335609
Introvert,6.138585434,7.823953179,1.346537318,9.6091687,4.646952394,0,5.143736216,9.322844153,5.53234684,4.826613393,3.121184557,0.149601242,4.683998759,6.902994535,4.231678048,5.958963355,5.093541615,4.500832038,1.986328792,1.005697879,2.837818657
Ambivert,4.39297234,2.340064891,5.685292797,5.263103167,8.140088113,5.891078074,6.057064753,6.042767605,7.55810617,5.924716571,6.732578377,3.751100694,4.335870207,5.050706816,4.566110865,7.251422677,6.748334118,1.447348948,3.407545782,7.948288044,7.77703706
Introvert,3.905863463,4.113613305,3.332561103,5.729111994,2.507044982,3.325847544,7.380343134,6.977893391,4.603273326,2.218751862,5.677073646,2.892878087,5.265495861,6.804435791,1.275614795,8.189355137,6.156852062,4.609451488,4.620049407,3.76546217,6.353222907
Ambivert,6.759340968,4.457866217,6.090034237,4.730163704,4.189631897,5.513987318,4.943055445,6.831890217,6.032501808,3.723982351,4.16165647,6.282022533,7.555449592,4.472292163,6.208072574,5.022829096,5.880751535,6.555363447,1.293665902,5.886666031,5.1512533
Introvert,2.568751741,7.230013629,2.024573633,5.949612949,1.816239705,2.722624324,7.175638881,7.046633538,6.769334134,4.580812656,2.423122005,3.197250793,8.264684824,8.310790778,3.388508281,5.702505317,6.325746054,4.240340036,1.839657818,5.967067735,4.711237436
Introvert,3.838707282,8.533471466,3.638058899,6.062431513,5.298490478,2.845760945,8.327477948,6.986040193,5.380657951,4.727874833,2.629833745,2.675814465,7.542312065,8.760147346,5.165961104,6.017063272,5.52584016,3.553407177,2.830811378,0,6.88850211
Introvert,4.418245875,5.821253954,3.00691598,10,5.283750479,2.652478608,5.987329467,6.74968803,5.414729909,5.475245511,4.096758375,2.281841797,6.120168392,7.109622814,4.01948952,10,5.311472245,3.5854408,3.808560397,4.488754991,3.865255598
Ambivert,5.866951631,3.425987943,7.855048566,6.207286931,3.728515218,5.265671385,6.318054352,6.493085389,6.803246227,5.68953378,1.647356052,6.08404453,5.667103129,6.458000826,6.258891958,8.278703187,7.610186445,7.81269122,7.504695283,6.032464554,8.114724332
Extrovert,8.708743345,3.68038499,7.360072691,5.593119397,10,6.658350883,4.789685182,6.551518099,6.319337133,7.539364981,5.170671376,7.447961368,8.456424361,3.01015206,6.20754109,9.623157783,6.792464749,8.608623103,7.89814429,7.947719796,10
Ambivert,5.658146684,7.501309161,2.748182324,5.383082461,3.708098963,4.757238248,7.911302227,3.868577341,4.592650447,4.880629715,6.260128269,1.447739544,7.148615939,4.388285717,8.351930449,7.995261647,10,4.497427327,2.468597305,4.75001831,4.60576118
Introvert,4.196280167,5.054693147,3.92516106,8.913824002,2.763342373,0,5.692928917,8.778321136,6.720766528,4.688554255,3.108794415,4.02959798,6.796652192,7.862044266,6.289001606,5.653064927,7.34150475,5.767483609,2.86056793,2.387952274,5.78237846
Ambivert,5.156531996,4.346591439,6.003773361,4.791314898,3.785689858,4.428890327,7.531673633,8.039675211,6.985723453,8.734645534,5.368928437,2.866532351,6.320664871,2.496993732,4.986975784,6.209349299,4.601639477,6.849924803,4.199994441,3.802840323,3.320180088
Ambivert,5.032303325,7.166859448,4.165228043,8.56802487,7.097014702,6.176575072,6.738673202,8.653589445,2.894490752,8.885911623,4.871882097,4.027566581,6.125971028,3.357985473,6.079116162,6.537959264,5.02576007,5.970109878,4.749506898,9.545054283,6.254648456
Introvert,3.030840231,9.399613743,2.51024858,7.620350916,6.118618641,0.339568957,10,7.937735627,5.469324839,5.48842318,3.609686072,2.364009175,6.251238008,4.65826936,3.914872746,4.328811141,2.823151309,4.488807209,1.153358727,3.701202141,4.055241565
Extrovert,9.775503311,1.611462821,8.29089092,2.732184048,9.467187425,6.750866942,7.832756703,4.679582483,7.432528336,9.899860831,6.036475663,7.678684657,7.820969213,6.316229374,9.163838764,9.162198256,5.584614718,5.557407347,8.255787986,3.22921172,9.264232994
Extrovert,5.378955277,4.739817129,7.43090121,2.085703497,7.854606489,6.033472143,4.510095393,6.346908058,4.813725166,6.660136964,7.315492318,7.487104751,8.630817097,1.402522069,9.483343835,8.480308961,6.648043822,9.921037008,8.26330414,10,10
Extrovert,6.635946025,3.067360563,6.334326979,2.281092849,8.101270816,10,5.650487041,6.474192598,4.951597156,8.462498815,8.04218175,9.241663844,5.168589783,5.228786045,10,8.132816992,5.213760613,5.738239794,5.373315576,3.698136809,10
Introvert,6.413655072,8.99007715,2.700436939,6.08943303,3.875184634,3.768246802,7.863556055,5.250205216,5.416548831,4.399968482,1.862806179,0,5.04080346,9.999680447,1.989370289,5.729581149,6.317199725,4.272981999,3.344905639,0.795509729,6.078186075
Ambivert,5.912782625,4.443949699,6.826499952,8.589528955,6.22369578,4.335515869,4.346921324,6.966073783,8.210850633,3.484784233,3.230120276,2.740503703,7.255366982,1.835200788,4.971859404,7.887561439,1.27983636,3.209454199,3.214006147,3.815179281,8.248144204
Introvert,2.38944593,8.438624907,2.457572544,7.674082131,4.785024204,5.704953815,6.696705553,6.73441994,6.477163837,5.010361628,5.560929181,2.887640558,3.932944784,6.219889014,1.56927837,3.783489479,6.372870337,5.597967661,2.543626847,4.762092826,6.018891177
Ambivert,6.692277753,3.751287659,5.817640458,5.563208358,5.639116884,6.859330967,7.170592797,7.810554589,5.453758969,4.83384617,2.98945266,4.625864417,9.404736574,6.875479039,4.8099508,4.944549515,5.649814124,3.375114231,4.1965038,4.675320618,6.375443765
Ambivert,4.3224595,4.678980046,5.227798291,10,5.012953343,6.558363633,5.720450417,6.996025029,5.903078317,5.556219277,4.966395858,2.391914969,6.454226212,3.47111109,5.762321193,6.584355071,4.504026259,3.540543324,6.691018978,7.394419087,5.955529379
Extrovert,4.845816632,2.554682838,6.147399564,6.2883689,9.099204226,7.89812619,5.730350577,5.03013298,5.65776865,6.23115141,9.216088482,7.705054159,8.078141666,4.958039819,5.998438824,8.350072355,4.495075892,7.54807349,7.090241321,7.217280905,6.512433532
Extrovert,8.532199922,3.210190862,7.840455784,2.120515107,5.398921051,9.103433883,5.847299179,6.014718341,7.043321513,6.994076388,7.487167258,8.976873921,7.302137171,4.234980268,9.074180056,6.837575644,2.90414083,6.945031656,6.917251257,10,7.875446454
Introvert,1.903824249,10,2.332124743,10,5.15636649,3.213480257,7.518753806,7.219558357,4.571529738,4.092508103,2.085362153,3.45775694,5.439734523,4.179028585,3.025933429,5.274647673,7.886143832,5.166395133,3.878342437,4.325864186,3.946929339
Ambivert,5.652084667,9.339789614,6.63778414,5.46492429,8.672501913,2.993090174,7.610180552,7.67605987,6.193050883,8.726436487,4.507104684,4.801142619,6.335308676,5.753486234,4.773656245,7.537093635,6.140991361,5.747135415,3.40911516,3.617468898,8.736014491
Introvert,3.494101185,7.418142461,4.853000404,7.805146174,3.247404402,2.47654755,8.504995024,8.233051698,8.159670333,2.928194166,2.436658538,2.854041573,7.126642449,6.293683855,4.132545528,5.364905801,8.032423655,0,3.86247564,5.013669103,5.504989713
Extrovert,8.213174254,5.219398809,9.32254248,3.111111662,7.71756737,7.878808196,4.518447514,4.939166333,5.850374918,6.69626091,6.957038445,6.145595823,8.506235218,4.59375798,7.114285064,7.782880148,5.852354267,6.357433639,7.759888124,7.650716888,7.519554143
Ambivert,2.936506882,3.836271116,4.397247151,5.773756505,5.833509105,5.03793051,7.785997293,7.914890181,7.302147183,5.514555197,3.916641281,10,6.401287534,7.486899831,7.607086324,7.567186673,2.802169412,8.707679566,4.040455365,7.433886509,6.819905096
Extrovert,8.039421264,3.598915689,6.255796554,3.095099247,7.97595284,9.312000414,8.010805626,8.967031915,5.435707017,7.887239011,8.504074218,7.688145252,9.554288309,4.443640803,10,7.439461875,5.809989381,5.562733566,10,6.476808113,5.958492836
Ambivert,6.166902912,4.471521815,3.22945392,5.491048654,6.162521217,7.007715802,8.92786204,6.524246636,5.304213457,4.517715656,4.831712727,6.459703751,8.75977219,7.74552248,5.88420521,6.407607169,8.292579914,4.689605505,6.590368456,3.869776109,7.295185528
Extrovert,5.899911105,2.323555121,8.254046137,3.371566633,7.902668291,6.188651501,8.192672801,3.122477456,7.410215712,7.865663464,5.005901235,9.670995926,8.735061766,4.743216517,8.404061462,5.714411272,3.41959967,6.07523495,10,8.148392084,9.369307292
Introvert,0.721239662,10,1.936250967,8.703882322,3.200199413,0.746247642,10,5.45652027,8.122652195,1.132711457,3.664700699,1.572526689,5.432938996,6.428742864,1.841427693,4.399176955,7.215678526,1.406708926,3.349701154,5.129184749,5.868543517
Ambivert,3.896463121,4.919524971,3.830604696,6.754080623,6.521521429,4.729248251,9.515576997,6.854297333,4.747974335,8.49362019,3.836935241,6.614319383,6.759591792,8.901036164,4.569585703,8.411367303,8.123959403,5.396722891,5.076768995,2.483343004,5.043410088
Introvert,4.120147108,7.025236712,5.942835657,8.203767231,5.273212385,3.490033805,6.083155912,8.654793239,8.444828229,4.261153146,4.558777961,2.758560012,5.62420027,5.889314426,3.431686003,3.829784473,5.482759822,1.717937577,3.072192964,3.90314592,4.906553181
Ambivert,2.50252638,3.999518953,6.229323003,8.222460818,5.32296561,4.267961525,6.277490887,6.968649217,4.599620637,4.959909503,5.747296444,6.422047535,5.467974177,6.403479477,7.477431696,8.309396507,4.020113891,5.815017025,4.721396128,7.509616935,7.493204989
Introvert,4.244660777,6.846099905,3.504265115,9.601195482,2.521379011,0.609225533,8.255954227,7.520118969,4.965371586,6.576240114,2.760258964,6.585115821,4.532957297,7.953692856,3.172836438,4.5990682,5.723551406,1.165775774,0,5.405719688,7.191086826
Ambivert,6.088083622,3.367330858,5.929413099,7.976771055,7.767305968,5.484099074,7.290390868,6.832104872,6.735034906,6.676196258,2.957906433,4.637181192,4.149862291,5.691261038,6.982641137,8.355943887,5.168226934,3.272701707,4.102913095,4.895760364,8.398027118
Introvert,2.613747074,8.334276985,5.428162659,6.884376093,4.159759229,0,6.550569633,5.421370703,5.474613076,3.095376417,2.627330541,1.277220242,6.535831078,9.842208363,3.610592631,4.396826254,6.85270956,4.065945604,2.681620176,2.863884761,4.533805938
Extrovert,5.779055506,3.307301251,7.749443657,2.264331188,5.611331023,8.124613774,5.386228595,6.485614652,5.681483738,10,6.47759658,9.568498399,6.164026386,5.25061003,5.25538282,6.99334146,7.462971453,5.978869201,6.077484097,7.719709914,5.454333121
Extrovert,6.805298683,3.50657588,8.926732155,4.41876412,9.503328618,10,7.093277705,4.760751746,6.425767745,10,5.526409251,7.957148147,7.274998533,4.823197322,7.147711447,7.585928129,6.511134399,4.311366047,8.817331501,4.564046389,9.062181199
Extrovert,9.172856078,2.982860678,9.355088581,4.623256525,6.39285625,8.682659915,7.457329607,8.183100482,6.78306656,8.471724462,8.289810457,5.588621168,8.131856975,3.321994302,10,7.073100186,7.150185351,7.141743957,8.301283619,7.644978764,7.347260018
Extrovert,9.885087803,2.148930762,10,2.502524301,7.460973411,6.81442631,5.207869228,5.613484481,5.888222206,7.575838237,7.006441394,7.97734541,6.807220329,7.134572607,6.599197591,9.278965623,5.89089751,5.385727631,6.181490547,6.033971965,6.694396802
Extrovert,6.452955774,2.014732948,7.997794795,4.497745973,7.619169433,8.150307335,5.62792103,6.960445828,6.761392407,8.494092304,6.889964972,8.911245523,9.590726583,4.23801854,8.372749644,9.732833864,7.17026596,7.298949032,8.2419155,7.13030062,6.984358619
Introvert,4.712795265,8.238505482,4.851902891,5.419271509,3.125204797,0.889391662,9.024396193,6.228321313,5.721861468,2.261282849,0.824759438,3.846757518,6.058813382,10,2.535530616,7.131759643,4.920312571,4.870530332,3.101419764,5.529035968,4.79994309
Extrovert,9.028812849,2.922728232,5.257379855,3.487793868,9.133277483,6.078277944,5.760450126,6.214539818,5.98886243,8.366613182,7.321413726,6.483532604,6.69263813,3.055312095,6.183837441,6.033698556,5.414183694,7.537214714,8.406782184,4.439054593,8.47244219
Extrovert,7.989744203,2.04635068,10,2.047696292,10,7.432625766,3.226162627,7.186425281,5.181591634,7.958800045,7.729255661,9.489145654,5.58374278,4.004909865,4.952115644,10,3.779078669,5.050437514,5.680029907,6.547422549,7.59667264
Extrovert,6.893217306,2.570101308,8.633911591,4.623976602,9.404711487,6.796478946,5.751770916,7.691131207,6.866880243,5.149546957,6.950917062,5.750895729,7.226917998,6.517179132,8.472980349,9.566832868,4.882612842,8.466088275,7.231789869,7.908061693,6.792657645
Introvert,2.127914968,10,4.132896588,9.186291084,4.855825447,4.073781695,7.088642331,5.850697355,7.580645121,3.188041758,1.349447805,3.217632605,7.419807394,5.972187252,3.838926705,3.290234831,8.061298068,4.277944119,2.990866215,3.277727052,3.394732063
Ambivert,8.234383924,8.455258898,3.574172441,2.873349817,5.404513328,7.863461293,6.748558483,6.612281544,4.854194349,7.073026573,5.693412239,4.338886249,8.062502375,4.977391024,1.553010688,8.701637881,5.605784202,4.76558781,5.700385087,5.377001053,7.666430773
Extrovert,8.267662721,2.669653083,5.977129047,0,10,7.825265232,8.334028644,6.704807649,5.553098869,7.481737489,5.213179667,6.200032148,6.961911581,2.510719848,7.662609131,5.729712439,7.303060292,7.015452506,6.210876511,6.024349939,8.758682152
Introvert,4.994802513,6.899332353,2.030745859,10,4.685071892,1.463874886,8.869031527,6.216125839,4.5485701,5.792446307,4.004558694,4.20871409,9.331865628,9.091136822,3.815131397,7.466498495,5.208138169,3.937901838,0.556470018,2.391896104,4.131668868
Extrovert,8.362336975,2.935350759,8.029706627,2.241718594,9.72292563,8.531319312,5.126864351,7.926820682,8.057412741,9.184558282,10,10,7.829369314,3.015810723,7.95668478,8.30503161,6.657655061,8.532218099,9.582107594,5.181497076,9.486451209
Ambivert,4.820953112,7.203822555,5.118239515,5.175700105,5.115737415,3.909785869,6.907561437,5.569900974,4.488418751,5.807373601,5.766378288,4.252833952,9.524844104,4.804155284,6.915010709,8.222245554,5.194142996,6.131132517,5.965178796,9.337350324,5.183617819
Introvert,3.876135271,7.934491726,2.385027401,6.422394762,6.641028909,1.724696451,6.480983312,7.09748537,5.980551812,4.268513302,1.60466007,1.972521713,7.391673686,5.474451668,2.514815034,5.69948045,5.739501118,5.789790569,1.448705188,6.016237278,4.126204729
Ambivert,8.736752608,6.032635689,5.204628517,7.745135302,2.974530697,5.091814827,8.554807076,6.352151217,4.973490435,7.875048105,3.489334743,4.202550212,3.973813774,5.855244816,6.149218681,5.662652561,2.839297462,2.276731403,3.545491861,7.10171006,6.756935028
Extrovert,7.033825009,2.013699434,4.498027351,5.412573411,5.13103656,6.891290977,5.359028827,7.634810846,5.27632183,8.82071473,8.899785506,7.620997478,4.266485853,2.989863219,9.467371392,7.238354185,5.380191524,3.86328155,5.839327676,7.207096109,8.346770068
Introvert,4.370803355,6.249965292,3.639769348,7.48452702,5.225486503,0.26951942,9.801414927,9.222809769,5.480936794,3.147524778,1.974182818,4.952503506,5.039075451,4.808957021,1.489021391,4.507699163,7.428336285,2.981520253,0.669927716,5.023455039,5.310407488
